Address,Status,Transcript
"Bay St, San Francisco, CA 94123",Inconclusive,"""Hi is this RJ? My name is Sam we just spoke on the phone about your 1bd bay st"" V
""Hi yes. This is RJ. Can you come by tomorrow at 5 to see it?"" L
""Yes that works"" V
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Not sure how this works since I've never dealt with Section 8. Do you have special needs that we should discuss to ensure we can accommodate?"" V
""So the government pays a portion of the rent through the voucher, and I pay a small portion based on my income"" L
""Hi Sam, we don't think the unit would qualify..."" L"
"3rd Street, 3rd St, San Francisco, CA 94107",Inconclusive,"""Hi, is this Alan? My name is Sam we just spoke on the phone about the studio at 300 3rd St SF 94107"" V
""Hi Sam. Great to meet you. Let me know when you have time and I can show you the place on 3rd street."" L
""Are you available for a viewing on Wednesday?"" V
""I can do Wednesday afternoon. Do you work close by? Lunch time?"" L
""Before I view the apartment, I have a section 8 voucher. Am I able to use that here?"" V
""The problem is I'm not in the program."" L
""Ok. So you don't accept section 8?"" V
""Not at this time. Sorry."" L
""But perhaps can consider."" L
""Take a look at the place first."" L
""Sounds good. It's a great unit in an awesome location."" L
""Hi sorry. Can we do a viewing tomorrow?"" V
""Great thanks!"" V"
"Cahalan Ave, San Jose, CA 95123",Inconclusive,"""Hi Abe - just confirming that we were speaking about Cahalan Ave that was listed for $3500/month?"" L
""Perfect. My wife hasn't gotten back to me about her income yet. Before we come in for a tour, I wanted to check if we would be able to use our Section 8 voucher here?"" V
""Yes"" L
""Need to know her income"" L
""And how much is Section 8?"" V
""$3699.17 Monthly for Section 8 Voucher on top of her $80,300 yearly income?"" L
""Okay her income is $80,300/year and our voucher lets us look for a property up to $3699.17/month."" V
""When can you talk?"" V
""It's confusing. If $3699 is max allowed for rent, what rest of her income?"" V
""Rent is $3500. $50 each tenant. Garbage $50 each tenant. Water bills shared between both tenants each duplex. You still have to pay for your own utilities and $5000 security deposit."" L
""No the $3699 is in total as the maximum rent we are allowed to look for."" L
""Sorry I can't talk right now. Can you just send it over text?"" V"
"Pfeiffer St, San Francisco, CA 94133",Inconclusive,"""Hi is this Greg? My name is Sam we just spoke on the phone about the 2bd at 149 Pfeiffer St"" V
""Yes! My partner Owen will be available from noon to 4pm. Pfeiffer St. is a small quiet street off of Stockton. Right now they are finishing the new sewer on the street so it is dusty and noisy M-F. They said they will be finishing this project soon."" L
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Hello. We never have had a Section 8 voucher before and I must research this."" L
""Ok please get back to me when you have more information."" V
""Hi Sam, we don't think the unit would qualify for the program based on payment limits but we are glad to show it to you while we seek more information. Let us know how you would like to proceed. The price listed is firm. In order to move in, we need a $6,000.00 deposit. The renter will pay for own electricity in their unit. Recology trash removal is approx $50.00/month. Water plus shared electricity is approx. $80.00 per month."" L
""Got it thanks"" V
""Ok tomorrow at noon should work"" V"
"Vandewater St STE 201, San Francisco, CA 94133",Inconclusive,"""Hi Sam, this is Robin from Vandewater St unit 201. Are you able to come today before noon?"" L
""Are you available for a viewing on Wednesday?"" V
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""I will have to talk with the owners and get back to you on that."" L
""Hi sorry. Can we do a viewing tomorrow?"" V
""Ok please get back to me when you're able."" L
""Hello. Are you available for a viewing?"" V"
"Ivy St, # 25, San Francisco, CA 94102",Inconclusive,"""Hello, this is Samantha. I just spoke with you on the phone about the apt on Ivy St. This upcoming Wednesday should be good for us to come to the showing. Before we see it, I was just wondering if our Section 8 voucher would be accepted?"" V
""Hello, just following up regarding my text yesterday about Ivy St."" V
NO_TRANSCRIPT"
"Grant Ave, APT 1, San Francisco, CA 94133",TBD,"""Hi is this Tom the building manager? My name is Sam we just spoke on the phone about the 1bd at Grant Ave APT 1"" V
""Yes Sam, this is Tom. By the way, the address is Grant Ave."" L
""Are you available for a viewing on Wednesday?"" V
""Yes, I'm available Wednesday by appointment between 10-11:30am and between 3-6pm. Please pick a time slot in either window and I'll be sure to confirm with you."" L
""Wednesday at 5pm?"" V
""Yes, Wednesday (tomorrow) at 5pm will work. The address is Grant Ave, between Green and Union. The building entrance is located between the music and flower shops. Please press 18 on the intercom and I'll buzz you in."" L
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Hi Sam, we don't think the unit would qualify for Section 8."" L
""Are there any income requirements?"" V
""The applicant should earn 3x the rent, have good credit and liquid assets of 3x the rent."" L
""Great thanks"" V"
"Sacramento St, APT 2, San Francisco, CA 94115",Inconclusive,"""Great! Also, question for you. I have a section 8 voucher. Am I able to use that here?"" V
""That's a good question, let me check on that."" L
""Thanks let me know."" V"
"Woodward St, # B, San Francisco, CA 94103",No Claim,"""Hi Jennifer, this is Sam! We just spoke on the phone about your listing at Woodward St #B."" L
""What time did you say you'd be around tomorrow for a viewing?"" V
""Awesome - great to hear from you. Anytime tomorrow between 1:30 and 4 works for me to tour 58B Woodward!"" L
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""I don't know about income requirements as I'm not familiar with how Section 8 works."" L
""Ok! Well the government pays a portion of the rent through the voucher and I pay a small portion based on my income."" L
""Look forward to meeting you!!"" V"
"Oceanview Ter, APT 109, San Francisco, CA 94132",Inconclusive,
"(Undisclosed Address), San Francisco, CA 94132",Inconclusive,"""Hi Dana, this is Sam. We just spoke on the phone about the 1bd 1ba for $1150 a month"" L
""When did you say you were available for a viewing?"" L
""Hi Sam. Today after 5:30pm."" V
""Before I view the apartment, I have a Section 8 voucher. Am I able to use that here?"" V
""Sorry, I don't know how Section 8 works."" L
""The government pays a portion of the rent through the voucher and I pay a small portion based on my income."" L
""I see. Would you be able to move in by 8/1/23? I already have some applications and that's what we are looking at for the moving day."" L
""Yes I would be able to."" V
""Ok, let me talk to my family and get back to you. Thanks."" V
""Ok thanks."" V"
"Clayton St #14 San Francisco, CA 94114",Inconclusive,"""Hi Jamie, this is Rose. I saw a listing online for 1222 Clayton St #14, and I wanted to know if this unit was still available?"" V
""Hi Jamie. Yes, the unit is still available. I'm scheduled to show it tomorrow at 7:00 p.m. Would you be able to see it then? Also, please let me know the following: 1. How many occupants would there be? 2. Do you have any pets? 3. What would be your lease start date? 4. Would you require a guarantor in order to qualify? 5. Would you be able to accommodate an initial lease term of 12 months?"" L
""Hi Jamie, sorry for the late reply. Is the unit still available? It would be me and my partner, as well as our 5 year old. We have no pets and we are flexible with the lease date. We do not need a co-signer, and we can accommodate an initial lease term of 12 months."" V
""Hi Jamie. We currently have applicants. If anything changes I will let you know."" L"
"Market St #3 San Francisco, CA 94114",No Claim,"""Hi Gwen. I just called. I wanted to know whether or not the listing at Market St #3 was still available."" L
""Yes, Market Street is still available."" L
""Great. Will there be any upcoming showings?"" V
""Good morning! I'm pretty flexible this week. Do you have a specific day in mind?"" L
""Good morning as well! Sorry for the early text message. Tuesday or Wednesday works best for me, usually in the afternoon. Let me know if you can swing any of those."" V
""No worries! My 3 year old likes to wake the house up at 6 o'clock anyways. Tomorrow would work better for me. Are you available sometime before 4 o'clock?"" L
""Yes, I can do 2 pm if that works? And it's okay I understand lol, I have a 5 year old."" V
""LOL! Yes. That works. Please text me your email and I will set up a calendar invite."" L
""Okay! I also wanted to ask before we continue, do you know if the unit accepts Section 8 housing vouchers?"" V
""Yes."" L
""Are there any other requirements, such as income?"" V
""Yes, we have income and credit score requirements. Income requirement will be offset by your voucher amount."" V"
